"well","treatment","DIV1","DIV3","DIV4"
"B2","treatX","0.115862213427991","0.584504789403927","0.707248637073835"
"B3","treatX","0.165638298596298","0.696842900990577","0.38293989867278"
"B4","untreated","0.171219487532142","0.219369403247154",NA
"B5","untreated","0.389305993211904",NA,"0.117242627604196"
"B6","treatY","0.455311952120368","0.622865821836616","0.522822901736597"
"B7","treatY","1.06634632704639","0.685913178592267","0.67942387090777"
"C2","treatX","0.157555560382036","0.451303310049799","0.72897764796919"
"C3","treatX","0.0829725618679448","0.706740121991788","0.448680082066749"
"C6","treatY","1.63664762908228","1.40367518927022","1.43843023538882"
"C7","treatY","0.638756231643402","0.592840283975229","0.533000560817069"
"D2","treatX","0.12486395653707","0.460465476951432","0.710045476531286"
"D3","treatX","0.132657469131062","0.511494721069263","0.651097381246974"
"D5","untreated",NA,"0.537698193689399",NA
"D6","treatY","0.665103835191508","1.21602696145426","2.5116664156744"
"D7","treatY","0.664762692611769","0.928210831127935","0.673170564534609"
"E2","treatX","0.111463493532542","0.575208801560303","0.581334024873665"
"E3","treatX","0.111678549494066","0.536926959284521","0.599161311682558"
"E4","untreated",NA,"0.171022799733735","0.538635080612457"
"E5","untreated","0.3983031386866","0.0161172470767601","0.0991678814137684"
"E6","treatY","0.624727568065738","0.404171462029136","0.702943365298268"
"E7","treatY","0.593779743893537","0.349912135976363","0.502036790319839"
